Node,Betweenness Centrality
0,25505.133018980774
1,315.87308953854557
2,36.57690975004034
3,488.15907994028123
4,0.596586051
5,793.4065322751399
6,833.3269291223154
7,8584.998757949816
8,1320.604536657973
9,2.416872010791868
10,0.037511871
11,399.9258670551237
12,2422.462944222511
13,77.89477676050906
14,1818.6988736717772
15,910.9540218032804
16,1195.3285168540142
17,2300.180981667893
18,1466.9536145322995
19,12006.98527529494
20,351.9427334856857
21,0
22,253.19462515183844
23,2881.129630237228
24,3421.3061423902705
25,927.7645058933097
26,14.811723113314914
27,161.34048483984157
28,0.6801058693084027
29,258.87637830710685
30,541.0102389739368
31,102.70330089933488
32,633.9633784961236
33,152.65214570624408
34,326.6493690469976
35,46.668789021351785
36,2255.359386609927
37,1185.9787057684218
38,4.625214366996401
39,1171.8749587283796
40,57.95982411391259
41,25.11155176436054
42,336.3369895011844
43,10.089665108750228
44,708.7372846778375
45,1029.0268171744813
46,5852.998383109609
47,60.41223872725244
48,908.1225708125182
49,15054.608165988337
50,2.9759208115654965
51,1810.855688217654
52,11.452833794179606
53,3732.1158294457914
54,1922.864297295801
55,2284.9316136107705
56,103.86846913602774
57,7.790401534656097
58,277.0222744631245
59,15.345715044497604
60,7.482535549479906
61,193.9553978977983
62,1265.5168766772147
63,4819.854166
64,134.39205671166948
65,160.63139709959376
66,11.30043742276345
67,22.28309496380945
68,2896.7398635228037
69,432.3109014594669
70,1865.130643
71,7868.081395860008
72,2749.524185977842
73,1162.1740208797667
74,65.91019536746953
75,239.58438702720906
76,2189.876797782441
77,76.41627914436538
78,74.55810506
79,370.2522886
80,1206.3392395253347
81,4731.9183805143475
82,848.5420157575248
83,124.5939324906418
84,343.88441401675334
85,1781.478771687384
86,225.34107277663878
87,462.5215372918156
88,13.406805507820911
89,402.7687200193946
90,2888.7102298429313
91,865.0342190749408
92,335.41042489824486
93,509.4979675515819
94,557.9830497143114
95,1400.2824286876223
96,4589.220173
97,362.1053999110641
98,678.7531455595131
99,1173.893523491009
100,48.08426586126502
101,16866.66470226761
102,733.4615481258514
103,1827.6298624220813
104,383.66779930565326
105,2046.0421213795912
106,695.4851233089435
107,1007.3514015608225
108,4819.176583760417
109,112.60983890928806
110,36.25365242720184
111,1624.7022344297143
112,115.22471212424153
113,7111.489333
114,19.032013079767246
115,205.55102234570091
116,283.32942370182195
117,26.730526688721447
118,681.0486182054088
119,5852.229860961778
120,403.0436398502436
121,335.87485447495345
122,284.0667677262026
123,672.5316273268038
124,8865.849093840841
125,667.1394917674794
126,1276.020243046589
127,1004.6084076350766
128,409.8046522498671
129,4539.610985237362
130,1414.7175982407493
131,584.5813154991623
132,14.629931794634713
133,604.1266184
134,56.00489430232234
135,2762.400471494846
136,234.48017782642103
137,1720.2113891563522
138,300.68010169113336
139,1204.4777627288008
140,550.1961661617305
141,564.9482038895876
142,1005.6583808270077
143,408.5605167572014
144,377.2045349386021
145,278.8578707
146,2362.1220818159877
147,1507.791291057866
148,2060.709772011327
149,2921.058550135969
150,330.5027101
151,2899.9323110843766
152,164.58063873148427
153,0.08
154,1107.6362887119515
155,608.2354053050436
156,2279.0249545198235
157,64.72965177134776
158,76.91356167724834
159,23.23769615003524
160,5740.958853268192
161,2281.9789176553104
162,139.93815135214788
163,243.33992525518335
164,1159.9913180958933
165,1937.8125628248129
166,188.87813825217722
167,626.6876679996152
168,1601.5151611268839
169,1495.5648019872651
170,1361.2241723868024
171,911.8798548668799
172,216.9913712979562
173,985.8880863118818
174,0.37273097830339263
175,15.625585907084774
176,1383.8961538682636
177,165.10197797270638
178,2703.635042203191
179,57.473778548910516
180,340.6686402
181,1045.1504167736985
182,4396.4605784521755
183,4174.810407
184,1051.7622566243026
185,2707.0060569359307
186,265.4737499411675
187,2925.329746888831
188,640.1846115588073
189,9.278705254253694
190,0.8127448473148936
191,384.4718991
192,4676.644108488863
193,1147.6798217742726
194,5.909033925516724
195,296.34630262580623
196,3194.387766905135
197,229.52899972583737
198,604.1266184
199,3982.829622082175
200,1151.1567564215554
201,1356.8910817251785
202,3684.145615359194
203,1885.7693645998365
204,37.33647487002887
205,280.53726787845216
206,1619.0114301904334
207,152.7399952047704
208,914.0575635970469
209,128.14808073012537
210,796.2831523525302
211,1465.293143488775
212,1.5243381011498454
213,6.7949811398375655
214,4062.1935649209177
215,116.9935931
216,1807.1621114164814
217,4539.902185074274
218,1864.3510283004136
219,3523.1804802212405
220,4578.665782197385
221,325.20116033443884
222,1125.3308322768078
223,203.81405850316364
224,130.6998318268195
225,385.3003023406972
226,644.1392877244103
227,406.7654357923433
228,2700.365354824596
229,150.36723287540767
230,2180.038081008146
231,2326.2470816718364
232,1746.586916
233,650.4295218946203
234,3316.224554083542
235,84.52815488152827
236,5.159423914257442
237,2.632265766456173
238,726.9511760109601
239,93.41776532968014
240,64.94875762787983
241,553.1107082690779
242,175.2573081086047
243,1475.414012623479
244,635.7821700438998
245,1772.2864706615346
246,318.41476113189833
247,95.54857285
248,1032.0909346447218
249,45.945346679733845
250,53.818566586854594
251,684.0561917981429
252,86.32628521072692
253,31.604162507658824
254,15.98867008687719
255,64.24190732499447
256,316.1733658760607
257,1392.3529706851912
258,84.06115336082479
259,1015.3304063727919
260,96.96637388704254
261,1397.6106229792917
262,4714.982884608148
263,1509.1197774712618
264,79.70583245222214
265,1723.3356656640894
266,286.35498979172587
267,774.4230123709194
268,340.44375342144446
269,1095.8063918490277
270,38.420317102193394
271,14469.915660158156
272,342.3230486814381
273,86.36393944048078
274,536.6550926323849
275,203.92859466011953
276,116.26072542522192
277,834.0053678192572
278,999.7701196384419
279,586.9197011850792
280,669.2785959369527
281,11.531465395542911
282,6.0687929985160975
283,1263.2771666314366
284,665.4927314329767
285,1078.9563106763503
286,2302.076252368154
287,685.2152811314648
288,340.72464564486984
289,6543.872947963279
290,5061.481423
291,5007.854148298972
292,2442.9280778611014
293,579.6081272567175
294,1644.6632890599935
295,3786.884158262771
296,50.494043869159945
297,907.8573894386734
298,3792.326428260084
299,1210.5426663749233
300,3538.1689171863795
301,1784.3669525457658
302,331.4484969294314
303,462.12675050542913
304,128.2330039062693
305,0.925908145
306,6.278172545477841
307,159.5523188557026
308,2813.337998252014
309,545.5615189540318
310,614.5022717484985
311,1780.0399566209585
312,531.6257882984594
313,315.1670263809767
314,4958.172566549864
315,0.7651976708641784
316,78.73514442984819
317,58.57526960565018
318,317.9045567959798
319,1828.4300834081466
320,227.4541027760498
321,1525.9537416534852
322,985.4600562030454
323,18.43886526
324,3.6814802556040496
325,273.57296713696394
326,1001.3051418007205
327,397.9504853747591
328,393.8369711215074
329,215.24798892387858
330,1095.1182147788325
331,3277.0719992714016
332,1162.0721965612177
333,277.51637480470566
334,191.60431809011695
335,14.953767230351243
336,0
337,125.52150069910005
338,1196.5322942261148
339,4.271935346145982
340,1113.4435037952524
341,390.1184131941726
342,53.88627249001566
343,3829.299409109754
344,280.4484898137699
345,126.51650219816698
346,1313.3549670720874
347,732.0917498968186
348,10939.117086358796
349,660.6686006918935
350,942.5980993022562
351,750.0792064180147
352,2232.6121002197933
353,211.94013380685809
354,414.4019427826543
355,320.1771536489754
356,17.02708494
357,2893.091976379589
358,557.9469195525289
359,737.6177352102189
360,12.968206683122585
361,120.50219129065029
362,267.5609175367437
363,337.5164664
364,103.86220212442552
365,0.7916697970378574
366,615.1418178607278
367,12.567518043043645
368,27.309996458751147
369,255.12164246483246
370,0.49901555520583385
371,24726.356837684696
372,392.35380011084334
373,581.5285564339317
374,21.76416594820487
375,427.11249373750826
376,14.417321408687279
377,329.33109683469775
378,168.88528848274515
379,172.83315609474744
380,2304.545554527191
381,5.973303289679651
382,10.135578553954472
383,1347.5681971283782
384,18.307572316189944
385,68.33775668141836
386,390.47842091469676
387,2017.6085869298852
388,2.632265766456173
389,4455.592725744453
390,2937.216252234963
391,311.5623692394218
392,2179.872474896362
393,219.6638194780527
394,735.6007776537132
395,143.8253062733863
396,1046.3834782924014
397,195.5188721337648
398,1838.7629398357362
399,149.0692950958646
400,1962.0234503625165
401,16.274624213069647
402,333.3296126662416
403,4.2773084347032935
404,1047.8595365418682
405,44.302180786413906
406,27.573551296964936
407,3.799712276430948
408,6.107123406121709
409,28.95321340499124
410,657.9540886088034
411,192.67264551844093
412,1417.438011326935
413,20.29366225
414,498.9527895477769
415,654.0622589920627
416,1432.4237173791705
417,172.50288065712928
418,434.54876139186837
419,0.5278658094103804
420,84.54394893
421,1819.1692216083889
422,397.9504853747591
423,383.27806776181313
424,1006.637555669234
425,618.1711292990408
426,615.6193178544445
427,475.6056259829026
428,3.678103381926074
429,684.0409130970852
430,1022.9675650004903
431,2.9120688364404708
432,274.9920776764174
433,157.27992372179312
434,1612.9093031253365
435,489.5187106890416
436,285.2783137442442
437,32.70913599772175
438,4214.257580876338
439,880.0789739132754
440,79.98508513371296
441,44.31600368423868
442,856.3795239236364
443,3082.682217269251
444,1542.9931001338002
445,119.33107458584915
446,172.9108027769382
447,98.67865213672368
448,1666.3093371958898
449,937.4584551008372
450,177.54109604679346
451,240.72267904590566
452,471.8547794165229
453,150.73220948084838
454,972.9997267
455,741.8395375457122
456,1002.039321961679
457,430.7027063910189
458,4510.386466719779
459,70.36312983846322
460,1817.5553601851625
461,9900.098700769537
462,1050.5854787526175
463,2225.7384756226443
464,2040.0489427906464
465,0.17538793248234116
466,273.36437148622855
467,45.33350382273825
468,1159.3149153497225
469,232.15014506252894
470,1163.0266957324197
471,348.67720196101556
472,388.8277104
473,937.4212026168753
474,1223.2995223061732
475,452.9149396626751
476,6.2731590211550845
477,63.80757388724213
478,0.015898111550285463
479,4.127763805475872
480,179.07823066643857
481,56.05747979754726
482,421.25883438229744
483,155.57274539491132
484,75.70118628732365
485,62.30915384844441
486,1446.9951248022783
487,2975.9937483103004
488,1740.334279279932
489,66.02810163507908
490,366.4942545349856
491,30.869223490604124
492,1.0608812810234127
493,745.1660882202059
494,23.394212673993188
495,293.2431467467725
496,1720.202751568729
497,3191.6273061985107
498,720.6434694219639
499,611.4543929884595
500,1140.2150791183278
501,10.321861049182353
502,743.4494395736566
503,4.311710836288636
504,1186.6140425402875
505,1454.7920869169425
506,2844.224222746914
507,4214.315654934786
508,213.99509817356645
509,598.6625572566677
510,496.43628593068587
511,546.1842451873308
512,306.2058646
513,1662.226191145756
514,1365.56264
515,29.332166776224526
516,861.3068814281808
517,264.6238046289759
518,415.8159840050944
519,171.92195650341566
520,655.5454744653346
521,3.462066373330334
522,1801.6995805007136
523,2728.500391433852
524,355.44911936651977
525,1930.4408450303695
526,1279.8020455359554
527,514.2617601354206
528,2188.5695294959473
529,13.186127278754078
530,569.8882097603529
531,664.3346525792638
532,324.7973218515225
533,1689.595437247954
534,747.2304785433183
535,18.15196586224874
536,2782.787327911301
537,706.9596117885477
538,3066.3276021444894
539,818.4592606061346
540,654.0238507841082
541,77.58606746100504
542,1.7379955675260816
543,1097.1306772744279
544,200.1265420460443
545,23.546894472415424
546,466.9741841933426
547,810.8929167279632
548,1400.0672531739415
549,608.5171859790571
550,5565.190568634649
551,520.4250622982297
552,6.0178829905552265
553,2351.3969692727183
554,403.51298949559236
555,549.5558413915679
556,20.99458325325119
557,323.5841122523866
558,186.25386967360467
559,1970.9780813325547
560,1921.7547992751754
561,285.98165086424467
562,716.1336838837493
563,1046.5382034605525
564,8.653055274534456
565,106.5627794847489
566,4.683781961455975
567,115.14427522989362
568,3052.601944616274
569,315.3672958311355
570,445.41299149902085
571,2504.008368770123
572,2077.833197450971
573,656.7273935123259
574,1125.0146298765924
575,232.15948021441437
576,189.3326709757406
577,106.55763718680703
578,57.22023232631404
579,30.695271772752665
580,42.304664046234414
581,27.24811024670547
582,345.4593468925948
583,195.5203716473719
584,522.4899904433489
585,851.7665629097521
586,86.05851931940445
587,3.7383079577154716
588,479.2343755054072
589,316.15886295658305
590,354.04666482863735
591,182.1906701922575
592,598.1185245353473
593,52.371591263438596
594,21.618354580269436
595,4455.019618046996
596,4401.739314448203
597,577.2742573593155
598,1520.047268995917
599,82.53458088328047
600,1002.2425417318973
601,0.1949856333776225
602,711.5457933312126
603,161.82074338080085
604,311.0503495
605,275.9043946938718
606,632.388297
607,1.5828218840454458
608,1.1127556389716782
609,167.58799176479317
610,683.6148461
611,114.77725695408735
612,1064.367353861309
613,294.7260456242737
614,50.75410863220602
615,1966.2249075411416
616,714.6144164081145
617,6173.528224093864
618,71.36224859687432
619,243.8266531103337
620,1150.086425684492
621,4674.025589852046
622,3423.278218713568
623,6033.982600797356
624,1349.6792172613111
625,6679.3202532734185
626,1083.9713108069907
627,27162.93458
628,119.99862771252594
629,386.36387997185966
630,261.35142943879947
631,180.38198428182264
632,215.40585752631122
633,2157.5766422726815
634,1.0498775478846842
635,912.9025575763857
636,2.329312639887695
637,2169.872769258723
638,16.418333786047814
639,18.805217321357894
640,274.61129969767916
641,479.7456268634139
642,490.89941669705513
643,1.5069118235594567
644,1581.3042027732888
645,2659.0569798194465
646,159.18770870287287
647,2629.4991676660225
648,1756.8239474831244
649,1300.5283110120706
650,39.94771934
651,0.8330135675699163
652,47.917489825974556
653,42.090106468989426
654,330.1481991350913
655,1731.1117095368857
656,68.45340334247747
657,21.72324525523595
658,79.25798558140707
659,227.51418742415453
660,3906.053680963735
661,2126.344470831488
662,1387.2548422419093
663,469.71040653513006
664,347.4945286059605
665,412.03493308954233
666,1286.5299546971326
667,1292.4353554886131
668,63.876757304553514
669,668.6004230194403
670,396.08208604330173
671,17.92643229522847
672,114.41479272093918
673,1352.8689793220321
674,2249.048065856777
675,258.54077881595134
676,489.1180494826881
677,2213.441177
678,0.10395358103367261
679,1384.8193470756717
680,12.57794861496842
681,1848.638322
682,758.8137995147382
683,597.7279522557419
684,14.685725555451763
685,179.3161648378204
686,56.13821409371635
687,2159.0717301886502
688,490.7993166105439
689,1846.7374886532305
690,471.15885815738886
691,762.6425271507617
692,1491.9694942826136
693,204.72578741913443
694,1.8931476739236652
695,79.73488039608672
696,207.21155154879855
697,15.474660945510246
698,190.9760764621359
699,515.9231913825068
700,1676.969063040261
701,115.92645420156357
702,144.74577937298918
703,1141.9532962014123
704,312.92089180051204
705,175.91128544096176
706,0.6846536695695599
707,1.3284814053290477
708,279.24059780437017
709,391.9417705200924
710,711.4139402
711,525.4366921
712,1899.6538083413704
713,192.33976378638377
714,74.12940834415717
715,295.3275926258273
716,179.85280295326024
717,1.6145375916199831
718,390.4735165911276
719,5.183421134766336
720,74.62717162785128
721,59.32537575539595
722,1477.6482514658915
723,535.6782068301256
724,506.2308534291899
725,380.98200755735564
726,131.8130610170215
727,448.71133037983486
728,2789.708536415765
729,242.4434436107307
730,401.0254387186033
731,1108.4339939233025
732,21.765363656777005
733,305.27501952831443
734,919.4966495943343
735,376.52061159230715
736,17.409166352383103
737,3462.2996173390543
738,33.792905
739,16.199166462836953
740,839.5581059296828
741,212.97731594397146
742,148.48827823210206
743,880.849272
744,269.38204995019373
745,410.39110183342893
746,147.76704794647424
747,11.488947331590253
748,72.89506530439793
749,535.5722573422635
750,2512.632904150454
751,12.820453021937858
752,63.516073929988124
753,489.98297703488475
754,20.79540335767241
755,6638.435787953576
756,9989.729187243762
757,2099.617559246128
758,197.84623006197495
759,721.9687715882059
760,9.265105605403535
761,36.983321977643236
762,800.4522706595384
763,396.47389023607997
764,486.83218340284157
765,276.7043437
766,599.1916698795063
767,1467.2847658227977
768,0.35189758049671105
769,784.9236160383323
770,812.0128675762783
771,1006.6529205576268
772,1252.9640999359328
773,38.43536748581576
774,1825.431367024661
775,5773.145502087055
776,462.7376336527603
777,98.45988824674447
778,251.58803499275524
779,92.09653722880505
780,364.7767098476954
781,203.96094923917687
782,6821.666016137475
783,5785.877899475793
784,0.4040708089900183
785,220.8182279
786,650.2821037
787,463.7846000820276
788,145.7401688896176
789,1804.8978752625248
790,1714.4408172862522
791,151.0303595060409
792,1849.9160953291157
793,71.02671098334584
794,591.6852080394734
795,1179.7030464711063
796,230.39171845487544
797,423.7355873340491
798,944.0933375014557
799,436.45191529935363
800,3732.488170571553
801,381.52454431460717
802,22.509622966617126
803,365.82303605612566
804,6757.072621347941
805,2664.466417896484
806,82.02913170046503
807,1013.1490051371798
808,1066.3703736909772
809,7421.323343349037
810,1295.6583144639055
811,9276.108848
812,31.509948238108645
813,966.1439589932677
814,24.871472099598957
815,1023.3027843968113
816,1562.799019509278
817,801.5956046809845
818,4202.043336850512
819,1295.9641981334607
820,566.3304418034451
821,305.8115461796959
822,198.1306246923727
823,327.32018616508657
824,88.48562485321605
825,564.2065495944174
826,854.2337359845051
827,2077.5050498937985
828,1039.0005862679407
829,6.136075285011506
830,104.33356946813426
831,115.38036425219872
832,1807.1714323129447
833,307.34014635464547
834,713.6150970856095
835,235.37552953644897
836,2488.8525822292295
837,44.24113147367001
838,1280.6355974891117
839,94.58783286
840,20.835841710561063
841,1.932516508094611
842,67.70843914273033
843,153.21607678342554
844,0.877013178
845,24.74270063543432
846,28.140380027161424
847,372.30983961604534
848,1033.543658127481
849,428.5459561019802
850,3238.445784004163
851,5193.224886376607
852,131.37541675197133
853,37.16717240250966
854,2053.9327030299655
855,685.1071921
856,1.469902951087766
857,13.110990479218493
858,350.4775203007488
859,569.7441790035602
860,20.435956216350913
861,2.6417104308945127
862,405.75553291970834
863,36.31302744592142
864,158.64274733263593
865,1098.2073836218256
866,237.26701167406557
867,1115.6838912261733
868,534.5399185370002
869,11.332474656237466
870,143.54164180459398
871,1578.5040571319328
872,111.81703705387217
873,62.684596290383254
874,497.4664587644533
875,370.69333705437936
876,1432.0114030080101
877,44.16728736088714
878,1741.051931354894
879,343.8808098
880,30381.137785390943
881,3937.8668838197796
882,1660.4145665288772
883,1764.004581
884,2583.1858831914546
885,965.5270441557548
886,13530.850495054681
887,4402.336084792231
888,4505.533778529836
889,31460.13706840102
890,551.4473971629147
891,69.45650558779688
892,38.234713906135084
893,60.51372172977257
894,1837.0933481201596
895,388.91214237952454
896,1349.1844084174634
897,134.0406439231864
898,1094.6418172114884
899,3982.629054929495
900,873.9027453451243
901,877.4530930150152
902,3.5634526550307926
903,618.3358036
904,1844.4230078373007
905,923.2194421401048
906,13619.272965287453
907,4619.9265620839515
908,293.15637040963924
909,97.84733406818413
910,5985.239688001639
911,437.04400540960506
912,495.6277412148828
913,381.5407038017222
914,2343.9263207364643
915,157.46009802471528
916,307.3152833770374
917,7939.695416566949
918,3111.4106310933626
919,1443.2238773441602
920,2302.886017439681
921,220.58547150038157
922,6030.977691
923,862.0217283005628
924,204.4690917587026
925,2.4538448493639184
926,56.19542605302569
927,1422.8482608325144
928,1755.4574022456059
929,8.664135762
930,708.3673428
931,2031.0317581237475
932,2369.8621973980908
933,4864.154778163182
934,655.5091120013125
935,2071.1361866381767
936,13.753432172889829
937,3290.289146004251
938,123.84768844254664
939,300.54015463299737
940,86.89656704257986
941,2180.9028802841494
942,1920.9445087272313
943,52.11549186273376
944,8206.820456768515
945,3980.2365550167715
946,3725.9427832443384
947,198.94572940668678
948,1084.6154207168256
949,283.35977727914525
950,20.461014919965585
951,879.3919441045664
952,81.89770324188373
953,678.7666101235409
954,229.07630684258555
955,1360.6970807009986
956,799.8402553
957,364.1154400698664
958,1981.9514993265414
959,6226.071842060805
960,78.59958825120665
961,2.8514641247704096
962,288.3439881
963,21.100046300320557
964,1256.5066170225275
965,259.9543818070941
966,2604.4783250208507
967,1604.4091726457614
968,1947.5625697179632
969,15.876388063941498
970,2293.7865702651907
971,143.43378386815067
972,153.2894753168729
973,319.05201819614746
974,260.35609362672204
975,209.23130938518472
976,1.9818473419195173
977,576.1320569480775
978,606.6696127287173
979,513.2621134279391
980,1182.2726797510445
981,832.639673
982,1402.0865691870347
983,1049.5504528085355
984,356.9196177004786
985,13211.398084766734
986,9.200217691401843
987,0
988,1064.133531
989,114.75801640900987
990,281.05433081031674
991,436.0032249394412
992,685.8806729301958
