Node,Closeness Centrality
0,0.7386839102320274
1,0.5345444536195981
2,0.49604086845466155
3,0.5209227467811158
4,0.5462728551336147
5,0.5895567698846388
6,0.5518613242398409
7,0.6881644223954642
8,0.5690008789920891
9,0.5097112860892389
10,0.4307897071872227
11,0.5418526785714286
12,0.6194577352472089
13,0.4980764298538087
14,0.5392946403776728
15,0.5521751492749503
16,0.5859987929993965
17,0.5733687629170358
18,0.5575653172552397
19,0.7152854511970534
20,0.5510783200908059
21,0.4486024486024486
22,0.5107837980010521
23,0.6087774294670847
24,0.6061173533083646
25,0.5653566229985444
26,0.48224484728085426
27,0.517590618
28,0.4329988851727982
29,0.49629440327114743
30,0.5493635077793494
31,0.5086432687270822
32,0.5478138222849083
33,0.5032391811350091
34,0.5062565172054223
35,0.5024579560155239
36,0.5926151968263655
37,0.5620839363241679
38,0.5275740287965227
39,0.5723548482169172
40,0.5281479466956758
41,0.5066527524132534
42,0.5132135306553911
43,0.49756597489110943
44,0.5214822771213748
45,0.581263095
46,0.5759193357058126
47,0.5048089420327528
48,0.5217624932831811
49,0.701336222
50,0.4756306637276512
51,0.6031055900621118
52,0.5202250200910795
53,0.6383957922419461
54,0.5561282932416953
55,0.6116535433070867
56,0.4961676034747062
57,0.4969293756397134
58,0.5430648769574944
59,0.49339430894308944
60,0.5020682523267839
61,0.5193902112864403
62,0.5738770685579196
63,0.6558595069233367
64,0.5282916213275299
65,0.5241565452091768
66,0.5242980561555075
67,0.5476593344613649
68,0.5632250580046404
69,0.5376522702104097
70,0.5908122908427137
71,0.6244372990353698
72,0.580221094
73,0.5673385918784691
74,0.5003864983251739
75,0.5448933782267116
76,0.6194577352472089
77,0.5046777546777547
78,0.5066527524132534
79,0.5270013568521031
80,0.5202250200910795
81,0.6365126188135037
82,0.5666763933469506
83,0.5038920601971977
84,0.5661807580174927
85,0.5383975602994178
86,0.5055975006508722
87,0.5586881472957422
88,0.4935196950444727
89,0.5136207352552234
90,0.5982747997535428
91,0.5456588929474572
92,0.5203644158628081
93,0.5716808949072711
94,0.5498301245753114
95,0.5942472460220318
96,0.6501506528289254
97,0.5370575221238938
98,0.5499858397054659
99,0.5772889417360285
100,0.4943991853360489
101,0.7594837700430191
102,0.5372060857538036
103,0.5917123705057892
104,0.5561282932416953
105,0.6055503585905831
106,0.5545402627070246
107,0.546119235
108,0.623835528
109,0.5163520340335017
110,0.47470056220972867
111,0.5564469914040114
112,0.5025879917184265
113,0.6614441416893733
114,0.47539779681762545
115,0.5526465566306203
116,0.5583668775158137
117,0.4987159732922445
118,0.5403450194769059
119,0.6712754925682682
120,0.5067849686847599
121,0.5136207352552234
122,0.5310363686081487
123,0.5535917901938426
124,0.7123991195891416
125,0.5655212580081538
126,0.5845875978326309
127,0.5540656205420827
128,0.5231681034482759
129,0.6441127694859038
130,0.595340282
131,0.5275740287965227
132,0.47750184411113844
133,0.5690008789920891
134,0.49961409827630565
135,0.6126182965299685
136,0.5567660550458715
137,0.5619212962962963
138,0.5594929415154134
139,0.5720176730486008
140,0.5348388873588543
141,0.5633884537278793
142,0.5554919908466819
143,0.5637155297532656
144,0.5244396435322711
145,0.5278608317477576
146,0.5962542216763893
147,0.5917123705057892
148,0.5482778091473743
149,0.6016109045848823
150,0.5673385918784691
151,0.5786650774731824
152,0.5322006029049055
153,0.42263329706202396
154,0.5830081056739718
155,0.5842358604091457
156,0.6163122818152967
157,0.4915211338901544
158,0.5132135306553911
159,0.5106494872469103
160,0.6242365798778527
161,0.570840682
162,0.5134849286092015
163,0.5203644158628081
164,0.5583668775158137
165,0.6122320302648171
166,0.509845104
167,0.5611095059231436
168,0.5908122908427137
169,0.5759193357058126
170,0.5733687629170358
171,0.55565093
172,0.5300218340611353
173,0.5920731707317073
174,0.45726395102425244
175,0.5200856989823246
176,0.5493635077793494
177,0.5205038863575449
178,0.5819598441714114
179,0.5097112860892389
180,0.5130779392338177
181,0.5535917901938426
182,0.641771315
183,0.6118462507876496
184,0.5459657014337925
185,0.5986436498150431
186,0.5280043501903209
187,0.6172917991099809
188,0.5696685244939865
189,0.4902802322645797
190,0.477267142
191,0.5467342342342343
192,0.6244372990353698
193,0.5401947148817803
194,0.4872052182639237
195,0.5219027143241064
196,0.5821342925659473
197,0.5471963933502395
198,0.5690008789920891
199,0.609159348
200,0.5693345060099677
201,0.5074470864907238
202,0.5947932618683002
203,0.6103079824010057
204,0.5075797177208573
205,0.5156664896441848
206,0.5797014925373134
207,0.5143008474576272
208,0.5660157388516468
209,0.5226049515608181
210,0.580394501
211,0.5731995277449823
212,0.47285122960798637
213,0.5015495867768595
214,0.6244372990353698
215,0.5339565576024196
216,0.5781482584102411
217,0.6070647077211628
218,0.6004947433518862
219,0.6236351958895312
220,0.6228351507376524
221,0.554698658
222,0.5778042249330556
223,0.5251487290427258
224,0.5196681830345197
225,0.571849234
226,0.5510783200908059
227,0.536464088
228,0.5966205837173579
229,0.4970565651394932
230,0.5591707457529513
231,0.6135860979462875
232,0.5852923447860157
233,0.5212023617820719
234,0.599567768
235,0.5160775976614403
236,0.5106494872469103
237,0.5196681830345197
238,0.5564469914040114
239,0.49528181586330017
240,0.5093102543928665
241,0.5660157388516468
242,0.5294438386041439
243,0.614168248
244,0.5598155087921591
245,0.5748963883955003
246,0.546426562
247,0.49528181586330017
248,0.5653566229985444
249,0.48879939592247673
250,0.4759803921568627
251,0.5502975347123831
252,0.4918946301925025
253,0.511725955
254,0.4695357833655706
255,0.5248648648648648
256,0.5271444082519001
257,0.5743862762496302
258,0.507182032
259,0.5891990291262136
260,0.5442825112107623
261,0.5638792102206737
262,0.6630249231819734
263,0.5933394439352276
264,0.5291553133514987
265,0.5735380980507974
266,0.5189738107963656
267,0.5517045454545455
268,0.5510783200908059
269,0.5733687629170358
270,0.5252907763051122
271,0.7333836858006042
272,0.545199326
273,0.5042846014022332
274,0.5596541786743516
275,0.5297326786688489
276,0.5078451882845189
277,0.5543819583214388
278,0.5622466705269253
279,0.5680023398654578
280,0.5280043501903209
281,0.4742368742368742
282,0.4989722507708119
283,0.5731995277449823
284,0.5351336456324056
285,0.5720176730486008
286,0.5501416430594901
287,0.5521751492749503
288,0.5501416430594901
289,0.6773630973142658
290,0.6492811768639251
291,0.6607689690370875
292,0.5453524290929515
293,0.5163520340335017
294,0.5769459298871064
295,0.5743862762496302
296,0.48428927680798006
297,0.5762611275964392
298,0.6036680136773391
299,0.5501416430594901
300,0.6325732899022801
301,0.5601384482261321
302,0.5288671023965141
303,0.5442825112107623
304,0.5053343741868332
305,0.4091866835229667
306,0.4989722507708119
307,0.5407964355332776
308,0.5769459298871064
309,0.5338097855964816
310,0.5580459770114943
311,0.5960712093308779
312,0.5248648648648648
313,0.5476593344613649
314,0.6616695059625213
315,0.4682903303592959
316,0.5020682523267839
317,0.49402187738488934
318,0.5265726681127982
319,0.5851159987948177
320,0.5465803546298902
321,0.5858220211161388
322,0.5633884537278793
323,0.49680225121514454
324,0.4654841802492809
325,0.5205038863575449
326,0.5479683972911964
327,0.5713445130920859
328,0.5478138222849083
329,0.5126715945089757
330,0.5487425826504663
331,0.5964373464373465
332,0.5683347966052092
333,0.5210625167695198
334,0.5294438386041439
335,0.4907758402830427
336,0.3655185394315829
337,0.5333699533095303
338,0.5776323616894705
339,0.5069172539806839
340,0.5757485917580789
341,0.5274307441607822
342,0.5270013568521031
343,0.6405013192612137
344,0.5433687744823726
345,0.5515478557228061
346,0.5762611275964392
347,0.5624094989863887
348,0.6618950238582141
349,0.5409470752089136
350,0.5821342925659473
351,0.5403450194769059
352,0.6321614583333334
353,0.5228863758750674
354,0.5361678630590834
355,0.5032391811350091
356,0.4969293756397134
357,0.6490641711229946
358,0.5518613242398409
359,0.5690008789920891
360,0.4617213504517356
361,0.5501416430594901
362,0.5369090406414155
363,0.5401947148817803
364,0.5178666666666667
365,0.4951555328913819
366,0.5308911973756151
367,0.38531746031746034
368,0.4591016548463357
369,0.5559690810191812
370,0.4892920131015369
371,0.8024793388429752
372,0.5061245764920511
373,0.5603000577034045
374,0.5010319917440661
375,0.5248648648648648
376,0.4989722507708119
377,0.49922879177377893
378,0.5471963933502395
379,0.5341034103410341
380,0.5784927018170986
381,0.5018087855297158
382,0.4669391680692474
383,0.5888417222559127
384,0.5388457269700333
385,0.5053343741868332
386,0.5202250200910795
387,0.591892716
388,0.5196681830345197
389,0.656524679
390,0.6288860103626943
391,0.5476593344613649
392,0.5946111451316595
393,0.5277173913043478
394,0.5671728971962616
395,0.5219027143241064
396,0.5577254451464676
397,0.5057291666666667
398,0.5725235849056604
399,0.5077124183006536
400,0.5845875978326309
401,0.5101129498292619
402,0.5531187695813159
403,0.49756597489110943
404,0.5627354390031875
405,0.5087765260675924
406,0.502848265
407,0.4812887236679058
408,0.5162147793726741
409,0.485378655
410,0.5488976823063878
411,0.5376522702104097
412,0.5819598441714114
413,0.4764474975466143
414,0.5177286057051453
415,0.5542237442922374
416,0.5852923447860157
417,0.5202250200910795
418,0.5531187695813159
419,0.49102402022756003
420,0.5036307053941909
421,0.5819598441714114
422,0.5713445130920859
423,0.5475049337468283
424,0.5403450194769059
425,0.5083769633507853
426,0.5468882005068995
427,0.5242980561555075
428,0.4712448434845911
429,0.5492081447963801
430,0.5606235565819861
431,0.44725932749884845
432,0.5532763532763533
433,0.5153927813163482
434,0.5830081056739718
435,0.5303113052976516
436,0.5615962984384038
437,0.5394444444444444
438,0.6248391248391248
439,0.5355763927192498
440,0.5152560360838419
441,0.5075797177208573
442,0.5642068564787914
443,0.5997529339098209
444,0.6108839257628185
445,0.5005154639175258
446,0.5360198730333977
447,0.542306618
448,0.567007299
449,0.5700029351335486
450,0.5358719646799117
451,0.5303113052976516
452,0.5691676436107854
453,0.531763417
454,0.5852923447860157
455,0.5852923447860157
456,0.5614339404452153
457,0.5501416430594901
458,0.6242365798778527
459,0.49731113956466066
460,0.5969873962496157
461,0.6701173222912353
462,0.5899149453219927
463,0.627666451
464,0.6044195455960162
465,0.47539779681762545
466,0.5182812917000267
467,0.5110526315789473
468,0.5650276403840558
469,0.5391449194891726
470,0.5574052812858783
471,0.5294438386041439
472,0.5336630942566639
473,0.5409470752089136
474,0.5748963883955003
475,0.5242980561555075
476,0.485378655
477,0.5178666666666667
478,0.4671638200625451
479,0.47493274639276106
480,0.5226049515608181
481,0.5105152471083071
482,0.531617848
483,0.5482778091473743
484,0.5470422535211268
485,0.502848265
486,0.5949754901960784
487,0.6256443298969072
488,0.6118462507876496
489,0.5177286057051453
490,0.5498301245753114
491,0.485864398
492,0.5
493,0.5545402627070246
494,0.49629440327114743
495,0.5319090660093125
496,0.6070647077211628
497,0.62144
498,0.5432167832167832
499,0.5479683972911964
500,0.5774606006541778
501,0.4755142017629775
502,0.57472625
503,0.4961676034747062
504,0.5456588929474572
505,0.5874168179068361
506,0.591892716
507,0.6413474240422721
508,0.5341034103410341
509,0.5264299268094335
510,0.5651920838183935
511,0.5143008474576272
512,0.553907587
513,0.5650276403840558
514,0.5567660550458715
515,0.49528181586330017
516,0.5493635077793494
517,0.5548571428571428
518,0.531326949
519,0.5502975347123831
520,0.5418526785714286
521,0.44116310767832806
522,0.603480423
523,0.6246381473142489
524,0.5288671023965141
525,0.6042314872433105
526,0.5583668775158137
527,0.5604617604617604
528,0.6059282371294852
529,0.507978028
530,0.5482778091473743
531,0.5450463092899243
532,0.5209227467811158
533,0.5800477897252091
534,0.5713445130920859
535,0.49654819739197137
536,0.5938837920489297
537,0.5542237442922374
538,0.6061173533083646
539,0.5458122540753232
540,0.5575653172552397
541,0.5475049337468283
542,0.4658191412808827
543,0.5920731707317073
544,0.5205038863575449
545,0.48489388264669164
546,0.5444350995234091
547,0.5517045454545455
548,0.5835336538461539
549,0.5357241379310345
550,0.6447543160690571
551,0.5327846364883402
552,0.49201925513047884
553,0.5830081056739718
554,0.5651920838183935
555,0.5409470752089136
556,0.4806930693069307
557,0.5485875706214689
558,0.5126715945089757
559,0.603480423
560,0.5488976823063878
561,0.5143008474576272
562,0.5596541786743516
563,0.5774606006541778
564,0.437979251
565,0.5049401976079043
566,0.5462728551336147
567,0.5515478557228061
568,0.6143625434988927
569,0.5495189586870401
570,0.5288671023965141
571,0.6027312228429547
572,0.5632250580046404
573,0.5675043834015195
574,0.5774606006541778
575,0.5130779392338177
576,0.5360198730333977
577,0.5105152471083071
578,0.5062565172054223
579,0.5055975006508722
580,0.5487425826504663
581,0.5210625167695198
582,0.5438252590310837
583,0.5230272017236736
584,0.5537496435700029
585,0.5614339404452153
586,0.5044155844155844
587,0.4785608674223756
588,0.5521751492749503
589,0.5420039073402177
590,0.525006759
591,0.5174527045030642
592,0.5395943317588219
593,0.501420088
594,0.48081208219856403
595,0.6256443298969072
596,0.6317501626545218
597,0.5465803546298902
598,0.5642068564787914
599,0.5053343741868332
600,0.5824835032993402
601,0.45016226240148355
602,0.5645348837209302
603,0.5059927045336112
604,0.5574052812858783
605,0.4961676034747062
606,0.5606235565819861
607,0.4954081632653061
608,0.477267142
609,0.5427613191727222
610,0.5606235565819861
611,0.5181430096051227
612,0.5591707457529513
613,0.5551743853630646
614,0.5073145245559039
615,0.5666763933469506
616,0.5335164835164835
617,0.6046077210460772
618,0.4949031600407747
619,0.526715487
620,0.5492081447963801
621,0.6673539518900343
622,0.6383957922419461
623,0.646041251
624,0.5748963883955003
625,0.6596467391304348
626,0.5790101371496721
627,0.8142557651991614
628,0.5147097800159025
629,0.5333699533095303
630,0.5268583830710798
631,0.50904325
632,0.5209227467811158
633,0.5715126545026487
634,0.4838066766317887
635,0.5495189586870401
636,0.4943991853360489
637,0.6264516129032258
638,0.49910048830634796
639,0.4970565651394932
640,0.5244396435322711
641,0.5319090660093125
642,0.546426562
643,0.4961676034747062
644,0.5771173848439821
645,0.606875
646,0.5066527524132534
647,0.6240359897172236
648,0.5545402627070246
649,0.5947932618683002
650,0.5037613488975357
651,0.4988440791163627
652,0.5310363686081487
653,0.5398943564081179
654,0.5433687744823726
655,0.5660157388516468
656,0.5134849286092015
657,0.512401055
658,0.5496744975941127
659,0.5231681034482759
660,0.6232349165596919
661,0.6008663366336634
662,0.5660157388516468
663,0.5735380980507974
664,0.5421552205471803
665,0.5343973582828839
666,0.5798745894296805
667,0.570337739
668,0.4872052182639237
669,0.5507657402155417
670,0.550609583
671,0.49465104431991846
672,0.5271444082519001
673,0.5695014662756598
674,0.6176844783715013
675,0.5247230478249122
676,0.5363159348246341
677,0.5615962984384038
678,0.4599715774514448
679,0.586529749
680,0.5082439152054437
681,0.5904530252356339
682,0.5430648769574944
683,0.5596541786743516
684,0.5473506200676438
685,0.49910048830634796
686,0.5037613488975357
687,0.5797014925373134
688,0.5498301245753114
689,0.5673385918784691
690,0.5628985507246377
691,0.5559690810191812
692,0.5715126545026487
693,0.5195291599785982
694,0.4760970826182888
695,0.5301665301665301
696,0.5542237442922374
697,0.4971838197644649
698,0.5244396435322711
699,0.5265726681127982
700,0.5840601503759398
701,0.49239350912778906
702,0.5493635077793494
703,0.6010523057876819
704,0.5291553133514987
705,0.5171770972037284
706,0.44337899543378995
707,0.4496411206297754
708,0.5159404888416578
709,0.5604617604617604
710,0.5221833826297392
711,0.5323464912280702
712,0.575066627
713,0.546426562
714,0.5011612903225806
715,0.5303113052976516
716,0.5005154639175258
717,0.49910048830634796
718,0.5288671023965141
719,0.47147365865501334
720,0.49731113956466066
721,0.4755142017629775
722,0.5838845460012027
723,0.5314723590585659
724,0.5426096675048896
725,0.5304561595192571
726,0.5235912644917767
727,0.5473506200676438
728,0.589020322
729,0.5502975347123831
730,0.5611095059231436
731,0.5828331332533013
732,0.4971838197644649
733,0.5456588929474572
734,0.5726924211147154
735,0.5570854847963281
736,0.5007735946364105
737,0.6419834710743801
738,0.5242980561555075
739,0.4737740912417663
740,0.5515478557228061
741,0.5186965811965812
742,0.5132135306553911
743,0.5548571428571428
744,0.5077124183006536
745,0.525006759
746,0.4950293143002804
747,0.5240151106314085
748,0.5186965811965812
749,0.5604617604617604
750,0.5986436498150431
751,0.5118608328940433
752,0.4799802273850717
753,0.5574052812858783
754,0.48879939592247673
755,0.6968066020810908
756,0.6835621260119676
757,0.6165079365079366
758,0.509845104
759,0.5695014662756598
760,0.5
761,0.5216223475691647
762,0.5492081447963801
763,0.5711764705882353
764,0.5386962552011095
765,0.5137566137566137
766,0.5580459770114943
767,0.5793556085918854
768,0.44684767602393005
769,0.5400444938820912
770,0.5603000577034045
771,0.5655212580081538
772,0.5705052878965923
773,0.5078451882845189
774,0.5628985507246377
775,0.6673539518900343
776,0.5470422535211268
777,0.5167642362959021
778,0.5360198730333977
779,0.5005154639175258
780,0.5531187695813159
781,0.5282916213275299
782,0.6583050847457627
783,0.646041251
784,0.4799802273850717
785,0.5376522702104097
786,0.5314723590585659
787,0.5580459770114943
788,0.5376522702104097
789,0.5797014925373134
790,0.5586881472957422
791,0.5304561595192571
792,0.5968039336201598
793,0.5075797177208573
794,0.5583668775158137
795,0.5790101371496721
796,0.529011169
797,0.5671728971962616
798,0.5790101371496721
799,0.5386962552011095
800,0.6224358974358974
801,0.5306010928961749
802,0.4945250827603769
803,0.5389952817096864
804,0.6752433936022253
805,0.6145569620253165
806,0.502978503
807,0.5459657014337925
808,0.5406458797327395
809,0.6857344632768362
810,0.5394444444444444
811,0.6935714285714286
812,0.4729663906478324
813,0.5653566229985444
814,0.5035001296344309
815,0.5696685244939865
816,0.5783204288266826
817,0.5526465566306203
818,0.6464713715046605
819,0.5899149453219927
820,0.5645348837209302
821,0.5298772169167804
822,0.5174527045030642
823,0.5339565576024196
824,0.5244396435322711
825,0.5591707457529513
826,0.5821342925659473
827,0.6064959400374765
828,0.5807416267942583
829,0.47470056220972867
830,0.5248648648648648
831,0.5195291599785982
832,0.5716808949072711
833,0.5268583830710798
834,0.5658508158508159
835,0.494147583
836,0.6082054494206076
837,0.5188351589633984
838,0.5754074074074074
839,0.4809311540366518
840,0.5473506200676438
841,0.3712483272796788
842,0.5138925641704154
843,0.5069172539806839
844,0.4370920549178483
845,0.4759803921568627
846,0.4979487179487179
847,0.5270013568521031
848,0.5564469914040114
849,0.5382483370288248
850,0.6072545340838024
851,0.6315447154471545
852,0.48272433507332835
853,0.4932689865379731
854,0.6126182965299685
855,0.5648632926119838
856,0.4938962360122075
857,0.48892245720040284
858,0.5502975347123831
859,0.5352811466372657
860,0.5081109366823653
861,0.47250608272506084
862,0.5145733969263381
863,0.519946452
864,0.5128069712173224
865,0.5630617570310235
866,0.4980764298538087
867,0.5745562130177515
868,0.5260021668472372
869,0.4823646299056135
870,0.5502975347123831
871,0.5933394439352276
872,0.5450463092899243
873,0.49910048830634796
874,0.5583668775158137
875,0.5542237442922374
876,0.5962542216763893
877,0.5021980863718645
878,0.5762611275964392
879,0.5297326786688489
880,0.7591868647380766
881,0.5913520097442144
882,0.5788375558867362
883,0.5927960927960928
884,0.620051086
885,0.5564469914040114
886,0.7287054409005629
887,0.5852923447860157
888,0.6379763469119579
889,0.8253293667658309
890,0.5389952817096864
891,0.49402187738488934
892,0.5119957817031373
893,0.49654819739197137
894,0.5875945537065053
895,0.5404954077372669
896,0.5413994981879008
897,0.4926433282597666
898,0.5710085269038518
899,0.5997529339098209
900,0.5444350995234091
901,0.5471963933502395
902,0.48904558045832286
903,0.5115911485774499
904,0.5833583658756384
905,0.5772889417360285
906,0.7230081906180194
907,0.641771315
908,0.5475049337468283
909,0.5192513368983958
910,0.6377668308702792
911,0.5125362892583796
912,0.5627354390031875
913,0.5400444938820912
914,0.6149461684610513
915,0.5379501385041551
916,0.5180048012803414
917,0.6671246994160083
918,0.617881005
919,0.5553331426937375
920,0.5924344112263575
921,0.5027180947450168
922,0.6906116642958748
923,0.5502975347123831
924,0.5073145245559039
925,0.4630424415832141
926,0.502848265
927,0.5586881472957422
928,0.6103079824010057
929,0.5385468663338879
930,0.5436730123180291
931,0.6049844236760125
932,0.586352657
933,0.6147515036403925
934,0.5430648769574944
935,0.6118462507876496
936,0.4987159732922445
937,0.6375574523965857
938,0.5186965811965812
939,0.55565093
940,0.5012906556530717
941,0.5973546601045832
942,0.5809153454980557
943,0.5275740287965227
944,0.684525908
945,0.6165079365079366
946,0.62084399
947,0.5144370860927152
948,0.5529612756264237
949,0.5298772169167804
950,0.46481570129248445
951,0.5628985507246377
952,0.5245813074014046
953,0.5221833826297392
954,0.5432167832167832
955,0.6047960137028963
956,0.5591707457529513
957,0.5398943564081179
958,0.5933394439352276
959,0.6252414681262073
960,0.5207830517565031
961,0.4886763965777554
962,0.5224643529728276
963,0.5388457269700333
964,0.5990129549660703
965,0.5130779392338177
966,0.5986436498150431
967,0.5819598441714114
968,0.6212412028150992
969,0.5038920601971977
970,0.6032929481205344
971,0.5272875373336954
972,0.5196681830345197
973,0.5534340267882588
974,0.5397443023902168
975,0.5138925641704154
976,0.46128266033254156
977,0.5329308452250274
978,0.5606235565819861
979,0.5743862762496302
980,0.586352657
981,0.5781482584102411
982,0.5627354390031875
983,0.5475049337468283
984,0.5245813074014046
985,0.7412213740458016
986,0.5083769633507853
987,0.5271444082519001
988,0.5485875706214689
989,0.5515478557228061
990,0.4908998988877654
991,0.5370575221238938
992,0.5382483370288248
